,user_id,number_of_ticks,date_created,chapter,book,numberofentriesofbook,numberofusersofbook,product_manning_id,user_owns_book,source,target,next_user,keep_edge
554,-2130090198,31," ""2019-11-21 11:18:23""", chapter-2,jemerov,854,222,759,1,"jemerov,  chapter-2","jemerov,  chapter-2",-2130090198.0,1.0
556,-2130090198,19," ""2019-11-21 12:16:51""", chapter-2,jemerov,854,222,759,1,"jemerov,  chapter-2","jemerov,  chapter-2",-2130090198.0,1.0
557,-2130090198,2," ""2019-11-21 12:31:28""", chapter-2,jemerov,854,222,759,1,"jemerov,  chapter-2","jemerov,  chapter-3",-2130090198.0,1.0
558,-2130090198,2," ""2019-11-21 12:32:22""", chapter-3,jemerov,854,222,759,1,"jemerov,  chapter-3","jemerov,  chapter-3",-2130090198.0,1.0
559,-2130090198,4," ""2019-11-21 12:40:33""", chapter-3,jemerov,854,222,759,1,"jemerov,  chapter-3","jemerov,  chapter-3",-2130090198.0,1.0
560,-2130090198,7," ""2019-11-21 12:42:32""", chapter-3,jemerov,854,222,759,1,"jemerov,  chapter-3","jemerov,  chapter-3",-2130090198.0,1.0
561,-2130090198,37," ""2019-11-21 12:46:02""", chapter-3,jemerov,854,222,759,1,"jemerov,  chapter-3","jemerov,  chapter-1",-2130090198.0,1.0
562,-2130090198,1," ""2019-12-06 09:03:34""", chapter-1,jemerov,854,222,759,1,"jemerov,  chapter-1","jemerov,  chapter-2",-2130090198.0,1.0
564,-2129592704,1," ""2019-12-06 15:12:37""", chapter-2,preukschat,265,68,1158,0,"preukschat,  chapter-2","preukschat,  chapter-2",-2129592704.0,1.0
565,-2129592704,2," ""2019-12-06 15:13:07""", chapter-2,preukschat,265,68,1158,0,"preukschat,  chapter-2","preukschat,  chapter-3",-2129592704.0,1.0
567,-2128957498,13," ""2019-10-29 22:43:26""", chapter-3,atencio,329,129,702,1,"atencio,  chapter-3","atencio,  chapter-4",-2128957498.0,1.0
568,-2128957498,1," ""2019-11-13 13:39:12""", chapter-4,atencio,329,129,702,1,"atencio,  chapter-4","atencio,  chapter-4",-2128957498.0,1.0
570,-2128874600,1," ""2019-12-01 19:01:11""", chapter-1,davis4,1576,524,1214,0,"davis4,  chapter-1","davis4,  chapter-1",-2128874600.0,1.0
571,-2128874600,3," ""2019-12-01 19:01:41""", chapter-1,davis4,1576,524,1214,0,"davis4,  chapter-1","davis4,  chapter-1",-2128874600.0,1.0
573,-2128802937,8," ""2019-11-18 22:55:27""", chapter-2,harenslak,601,203,1185,0,"harenslak,  chapter-2","harenslak,  chapter-2",-2128802937.0,1.0
575,-2128802937,16," ""2019-11-19 14:20:10""", chapter-2,harenslak,601,203,1185,0,"harenslak,  chapter-2","harenslak,  chapter-2",-2128802937.0,1.0
574,-2128802937,2," ""2019-11-19 14:20:40""", chapter-2,harenslak,601,203,1185,0,"harenslak,  chapter-2","hillard,  chapter-2",-2128802937.0,1.0
580,-2128111751,1," ""2019-10-22 12:50:18""", chapter-2,windmill,2205,433,1090,0,"windmill,  chapter-2","windmill,  chapter-2",-2128111751.0,1.0
581,-2128111751,2," ""2019-10-22 12:50:48""", chapter-2,windmill,2205,433,1090,0,"windmill,  chapter-2","windmill,  chapter-2",-2128111751.0,1.0
582,-2128111751,12," ""2019-10-22 12:51:48""", chapter-2,windmill,2205,433,1090,0,"windmill,  chapter-2","windmill,  chapter-2",-2128111751.0,1.0
583,-2128111751,5," ""2019-10-22 12:57:48""", chapter-2,windmill,2205,433,1090,0,"windmill,  chapter-2","windmill,  chapter-2",-2128111751.0,1.0
584,-2128111751,9," ""2019-10-22 13:00:18""", chapter-2,windmill,2205,433,1090,0,"windmill,  chapter-2","windmill,  chapter-2",-2128111751.0,1.0
585,-2128111751,3," ""2019-10-22 13:04:49""", chapter-2,windmill,2205,433,1090,0,"windmill,  chapter-2","kochmar,  chapter-1",-2128111751.0,1.0
586,-2128111751,1," ""2019-10-22 13:35:45""", chapter-1,kochmar,404,201,1183,0,"kochmar,  chapter-1","windmill,  chapter-3",-2128111751.0,1.0
587,-2128111751,23," ""2019-10-23 12:41:00""", chapter-3,windmill,2205,433,1090,0,"windmill,  chapter-3","windmill,  chapter-3",-2128111751.0,1.0
588,-2128111751,21," ""2019-10-23 12:52:30""", chapter-3,windmill,2205,433,1090,0,"windmill,  chapter-3","windmill,  chapter-3",-2128111751.0,1.0
589,-2128111751,4," ""2019-10-24 12:57:32""", chapter-3,windmill,2205,433,1090,0,"windmill,  chapter-3","windmill,  chapter-4",-2128111751.0,1.0
590,-2128111751,1," ""2019-10-25 12:57:11""", chapter-4,windmill,2205,433,1090,0,"windmill,  chapter-4","windmill,  chapter-4",-2128111751.0,1.0
591,-2128111751,15," ""2019-10-25 12:57:41""", chapter-4,windmill,2205,433,1090,0,"windmill,  chapter-4","windmill,  chapter-4",-2128111751.0,1.0
592,-2128111751,17," ""2019-10-25 13:05:11""", chapter-4,windmill,2205,433,1090,0,"windmill,  chapter-4","windmill,  chapter-4",-2128111751.0,1.0
594,-2128111751,26," ""2019-10-29 14:46:07""", chapter-4,windmill,2205,433,1090,0,"windmill,  chapter-4","windmill,  chapter-4",-2128111751.0,1.0
593,-2128111751,5," ""2019-10-29 14:58:38""", chapter-4,windmill,2205,433,1090,0,"windmill,  chapter-4","windmill,  chapter-5",-2128111751.0,1.0
601,-2128111751,5," ""2019-10-30 12:08:52""", chapter-5,windmill,2205,433,1090,0,"windmill,  chapter-5","windmill,  chapter-5",-2128111751.0,1.0
595,-2128111751,21," ""2019-10-31 12:27:45""", chapter-5,windmill,2205,433,1090,0,"windmill,  chapter-5","windmill,  chapter-5",-2128111751.0,1.0
596,-2128111751,9," ""2019-10-31 12:38:15""", chapter-5,windmill,2205,433,1090,0,"windmill,  chapter-5","windmill,  chapter-5",-2128111751.0,1.0
597,-2128111751,14," ""2019-10-31 12:42:02""", chapter-5,windmill,2205,433,1090,0,"windmill,  chapter-5","windmill,  chapter-5",-2128111751.0,1.0
598,-2128111751,7," ""2019-11-03 12:47:27""", chapter-5,windmill,2205,433,1090,0,"windmill,  chapter-5","windmill,  chapter-5",-2128111751.0,1.0
599,-2128111751,4," ""2019-11-03 12:50:57""", chapter-5,windmill,2205,433,1090,0,"windmill,  chapter-5","windmill,  chapter-5",-2128111751.0,1.0
600,-2128111751,1," ""2019-11-03 12:53:09""", chapter-5,windmill,2205,433,1090,0,"windmill,  chapter-5","windmill,  chapter-6",-2128111751.0,1.0
603,-2128111751,11," ""2019-11-04 11:50:37""", chapter-6,windmill,2205,433,1090,0,"windmill,  chapter-6","windmill,  chapter-6",-2128111751.0,1.0
604,-2128111751,44," ""2019-11-04 11:53:08""", chapter-6,windmill,2205,433,1090,0,"windmill,  chapter-6","windmill,  chapter-6",-2128111751.0,1.0
602,-2128111751,1," ""2019-11-05 12:29:45""", chapter-6,windmill,2205,433,1090,0,"windmill,  chapter-6","windmill,  chapter-6",-2128111751.0,1.0
605,-2128111751,7," ""2019-11-05 12:37:47""", chapter-6,windmill,2205,433,1090,0,"windmill,  chapter-6","windmill,  chapter-8",-2128111751.0,1.0
606,-2128111751,30," ""2019-11-11 13:14:57""", chapter-8,windmill,2205,433,1090,0,"windmill,  chapter-8","hazzard,  chapter-1",-2128111751.0,1.0
607,-2128111751,1," ""2019-12-06 12:29:40""", chapter-1,hazzard,17,12,166,0,"hazzard,  chapter-1","hazzard,  chapter-1",-2128111751.0,1.0
609,-2127944519,34," ""2019-12-11 07:27:58""", chapter-3,richer,488,134,757,0,"richer,  chapter-3","richer,  chapter-3",-2127944519.0,1.0
611,-2127944519,126," ""2019-12-11 07:57:14""", chapter-3,richer,488,134,757,0,"richer,  chapter-3","richer,  chapter-3",-2127944519.0,1.0
610,-2127944519,1," ""2019-12-11 10:01:16""", chapter-3,richer,488,134,757,0,"richer,  chapter-3","richer,  chapter-3",-2127944519.0,1.0
612,-2127944519,16," ""2019-12-11 10:22:52""", chapter-3,richer,488,134,757,0,"richer,  chapter-3","richer,  chapter-2",-2127944519.0,1.0
613,-2127944519,1," ""2019-12-12 01:06:59""", chapter-2,richer,488,134,757,0,"richer,  chapter-2","richer,  chapter-2",-2127944519.0,1.0
614,-2127944519,5," ""2019-12-12 01:07:29""", chapter-2,richer,488,134,757,0,"richer,  chapter-2","richer,  chapter-6",-2127944519.0,1.0
615,-2127944519,3," ""2019-12-12 01:12:18""", chapter-6,richer,488,134,757,0,"richer,  chapter-6","richer,  chapter-6",-2127944519.0,1.0
617,-2127944519,75," ""2019-12-12 01:13:18""", chapter-6,richer,488,134,757,0,"richer,  chapter-6","richer,  chapter-2",-2127944519.0,1.0
619,-2127743165,4," ""2019-10-30 23:38:50""", welcome,krunic,521,166,1189,1,"krunic,  welcome","khorikov,  welcome",-2127743165.0,1.0
620,-2127743165,18," ""2019-10-30 23:57:12""", welcome,khorikov,2566,502,1108,1,"khorikov,  welcome","krunic,  chapter-1",-2127743165.0,1.0
621,-2127743165,2," ""2019-12-03 16:36:02""", chapter-1,krunic,521,166,1189,1,"krunic,  chapter-1","krunic,  welcome",-2127743165.0,1.0
622,-2127743165,1," ""2019-12-04 01:49:27""", welcome,krunic,521,166,1189,1,"krunic,  welcome","hillard,  chapter-2",-2127743165.0,1.0
623,-2127743165,2," ""2019-12-12 13:51:56""", chapter-2,hillard,1971,377,1085,1,"hillard,  chapter-2","hurbans,  chapter-3",-2127743165.0,1.0
618,-2127743165,1," ""2019-12-13 01:44:41""", chapter-3,hurbans,521,237,1094,0,"hurbans,  chapter-3","hillard,  chapter-1",-2127743165.0,1.0
625,-2127743165,127," ""2019-12-13 03:14:46""", chapter-1,hillard,1971,377,1085,1,"hillard,  chapter-1","hillard,  chapter-1",-2127743165.0,1.0
627,-2127738440,1," ""2019-11-26 21:45:53""", chapter-14,foulds,389,115,941,1,"foulds,  chapter-14","foulds,  chapter-14",-2127738440.0,1.0
628,-2127738440,1," ""2019-11-26 21:46:23""", chapter-14,foulds,389,115,941,1,"foulds,  chapter-14","foulds2,  welcome",-2127738440.0,1.0
626,-2127738440,1," ""2019-11-26 21:46:41""", welcome,foulds2,571,224,1249,0,"foulds2,  welcome","stoneman,  chapter-1",-2127738440.0,1.0
629,-2127738440,1," ""2019-11-27 06:47:16""", chapter-1,stoneman,1904,359,1190,1,"stoneman,  chapter-1","stoneman,  chapter-1",-2127738440.0,1.0
630,-2127738440,2," ""2019-11-27 06:47:46""", chapter-1,stoneman,1904,359,1190,1,"stoneman,  chapter-1","stoneman,  chapter-1",-2127738440.0,1.0
631,-2127738440,2," ""2019-11-27 06:48:45""", chapter-1,stoneman,1904,359,1190,1,"stoneman,  chapter-1","stoneman,  chapter-1",-2127738440.0,1.0
638,-2126310270,10," ""2019-12-04 15:53:57""", chapter-14,rhys,1484,151,1141,0,"rhys,  chapter-14","rhys,  chapter-14",-2126310270.0,1.0
639,-2126246081,1," ""2019-11-25 22:57:06""", chapter-4,tudose,229,91,1196,0,"tudose,  chapter-4","tudose,  chapter-4",-2126246081.0,1.0
640,-2126246081,1," ""2019-11-25 22:57:36""", chapter-4,tudose,229,91,1196,0,"tudose,  chapter-4","tudose,  chapter-4",-2126246081.0,1.0
641,-2126246081,1," ""2019-11-25 22:58:06""", chapter-4,tudose,229,91,1196,0,"tudose,  chapter-4","siriwardena,  chapter-1",-2126246081.0,1.0
642,-2126246081,1," ""2019-11-27 22:21:48""", chapter-1,siriwardena,1603,334,1070,0,"siriwardena,  chapter-1","siriwardena,  chapter-1",-2126246081.0,1.0
643,-2126246081,1," ""2019-11-27 22:22:18""", chapter-1,siriwardena,1603,334,1070,0,"siriwardena,  chapter-1","tudose,  welcome",-2126246081.0,1.0
647,-2126203587,3," ""2019-12-11 13:16:10""", chapter-1,nickoloff2,1985,552,902,0,"nickoloff2,  chapter-1","nickoloff2,  chapter-1",-2126203587.0,1.0
646,-2126203587,8," ""2019-12-11 13:16:40""", chapter-1,nickoloff2,1985,552,902,0,"nickoloff2,  chapter-1","nickoloff2,  chapter-1",-2126203587.0,1.0
650,-2125733769,8," ""2019-12-09 10:25:08""", welcome,love,602,237,1251,1,"love,  welcome","scott4,  welcome",-2125733769.0,1.0
648,-2125733769,6," ""2019-12-09 10:28:24""", welcome,scott4,1003,275,948,0,"scott4,  welcome","yuen,  welcome",-2125733769.0,1.0
651,-2125733769,1," ""2019-12-09 17:30:24""", welcome,yuen,946,396,1218,1,"yuen,  welcome","rioux,  welcome",-2125733769.0,1.0
654,-2125733769,4," ""2019-12-09 17:50:01""", welcome,rioux,319,139,1276,1,"rioux,  welcome","kochmar,  welcome",-2125733769.0,1.0
652,-2125733769,1," ""2019-12-09 17:51:36""", welcome,kochmar,404,201,1183,1,"kochmar,  welcome","kochmar,  chapter-2",-2125733769.0,1.0
653,-2125733769,4," ""2019-12-10 00:13:51""", chapter-2,kochmar,404,201,1183,1,"kochmar,  chapter-2","kochmar,  chapter-2",-2125733769.0,1.0
655,-2125733769,8," ""2019-12-10 07:43:56""", chapter-2,kochmar,404,201,1183,1,"kochmar,  chapter-2","kochmar,  chapter-2",-2125733769.0,1.0
656,-2125733769,10," ""2019-12-10 07:47:27""", chapter-2,kochmar,404,201,1183,1,"kochmar,  chapter-2","kochmar,  chapter-2",-2125733769.0,1.0
657,-2125733769,12," ""2019-12-10 07:52:27""", chapter-2,kochmar,404,201,1183,1,"kochmar,  chapter-2","kochmar,  chapter-2",-2125733769.0,1.0
658,-2125733769,3," ""2019-12-10 07:57:19""", chapter-2,kochmar,404,201,1183,1,"kochmar,  chapter-2","urma2,  about-this-book",-2125733769.0,1.0
661,-2125283044,20," ""2019-10-19 15:49:09""", chapter-1,fain2,1229,170,981,1,"fain2,  chapter-1","khorikov,  welcome",-2125283044.0,1.0
659,-2125283044,13," ""2019-10-29 23:57:17""", welcome,khorikov,2566,502,1108,1,"khorikov,  welcome","riscutia,  welcome",-2125283044.0,1.0
660,-2125283044,10," ""2019-11-05 23:10:25""", welcome,riscutia,1263,429,1130,1,"riscutia,  welcome","fain2,  chapter-1",-2125283044.0,1.0
662,-2125283044,6," ""2019-12-07 16:33:27""", chapter-1,fain2,1229,170,981,1,"fain2,  chapter-1","fain2,  chapter-1",-2125283044.0,1.0
663,-2125283044,14," ""2019-12-07 16:36:27""", chapter-1,fain2,1229,170,981,1,"fain2,  chapter-1","fain2,  chapter-1",-2125283044.0,1.0
664,-2125283044,11," ""2019-12-07 16:43:27""", chapter-1,fain2,1229,170,981,1,"fain2,  chapter-1","fain2,  chapter-1",-2125283044.0,1.0
665,-2125283044,40," ""2019-12-07 16:48:57""", chapter-1,fain2,1229,170,981,1,"fain2,  chapter-1","fain2,  chapter-1",-2125283044.0,1.0
666,-2125283044,33," ""2019-12-07 17:08:57""", chapter-1,fain2,1229,170,981,1,"fain2,  chapter-1","fain2,  chapter-1",-2125283044.0,1.0
667,-2125283044,33," ""2019-12-07 17:16:57""", chapter-1,fain2,1229,170,981,1,"fain2,  chapter-1","fain2,  chapter-1",-2125283044.0,1.0
668,-2125283044,7," ""2019-12-09 23:42:26""", chapter-1,fain2,1229,170,981,1,"fain2,  chapter-1","osherove4,  welcome",-2125283044.0,1.0
669,-2125283044,1," ""2019-12-10 01:17:59""", welcome,osherove4,215,110,1239,1,"osherove4,  welcome","osherove2,  about-this-book",-2125283044.0,1.0
670,-2125283044,21," ""2019-12-10 11:47:20""", about-this-book,osherove2,330,101,465,1,"osherove2,  about-this-book","lauret,  about-this-book",-2125283044.0,1.0
671,-2125283044,20," ""2019-12-10 13:55:02""", about-this-book,lauret,2604,695,1045,1,"lauret,  about-this-book","lauret,  about-the-author",-2125283044.0,1.0
672,-2125283044,1," ""2019-12-10 14:04:49""", about-the-author,lauret,2604,695,1045,1,"lauret,  about-the-author","lauret,  part-1",-2125283044.0,1.0
679,-2125283044,6," ""2019-12-10 14:07:07""", part-1,lauret,2604,695,1045,1,"lauret,  part-1","lauret,  part-1",-2125283044.0,1.0
673,-2125283044,1," ""2019-12-10 14:09:37""", part-1,lauret,2604,695,1045,1,"lauret,  part-1","lauret,  chapter-1",-2125283044.0,1.0
674,-2125283044,16," ""2019-12-10 14:09:53""", chapter-1,lauret,2604,695,1045,1,"lauret,  chapter-1","lauret,  chapter-1",-2125283044.0,1.0
675,-2125283044,91," ""2019-12-10 14:43:13""", chapter-1,lauret,2604,695,1045,1,"lauret,  chapter-1","lauret,  chapter-1",-2125283044.0,1.0
676,-2125283044,114," ""2019-12-12 14:06:56""", chapter-1,lauret,2604,695,1045,1,"lauret,  chapter-1","lauret,  chapter-1",-2125283044.0,1.0
677,-2125283044,18," ""2019-12-12 22:30:57""", chapter-1,lauret,2604,695,1045,1,"lauret,  chapter-1","palmer,  about-this-book",-2125283044.0,1.0
680,-2125159579,1," ""2019-11-13 11:51:12""", about-this-book,lauret,2604,695,1045,0,"lauret,  about-this-book","atencio3,  chapter-2",-2125159579.0,1.0
684,-2125159579,8," ""2019-11-13 11:55:11""", chapter-2,atencio3,527,177,1056,0,"atencio3,  chapter-2","atencio3,  chapter-2",-2125159579.0,1.0
685,-2125159579,113," ""2019-11-13 13:17:49""", chapter-2,atencio3,527,177,1056,0,"atencio3,  chapter-2","atencio3,  chapter-1",-2125159579.0,1.0
681,-2125159579,1," ""2019-11-13 13:33:56""", chapter-1,atencio3,527,177,1056,0,"atencio3,  chapter-1","atencio3,  chapter-5",-2125159579.0,1.0
682,-2125159579,1," ""2019-11-13 14:06:40""", chapter-5,atencio3,527,177,1056,0,"atencio3,  chapter-5","atencio3,  chapter-2",-2125159579.0,1.0
683,-2125159579,2," ""2019-11-13 14:45:20""", chapter-2,atencio3,527,177,1056,0,"atencio3,  chapter-2","atencio3,  chapter-2",-2125159579.0,1.0
686,-2125159579,100," ""2019-11-13 15:24:40""", chapter-2,atencio3,527,177,1056,0,"atencio3,  chapter-2","atencio3,  chapter-2",-2125159579.0,1.0
687,-2125159579,54," ""2019-11-14 07:27:25""", chapter-2,atencio3,527,177,1056,0,"atencio3,  chapter-2","atencio3,  chapter-6",-2125159579.0,1.0
688,-2125159579,11," ""2019-12-07 16:42:13""", chapter-6,atencio3,527,177,1056,0,"atencio3,  chapter-6","atencio3,  chapter-6",-2125159579.0,1.0
697,-2124617152,1," ""2019-11-10 06:13:12""", welcome,mcnamara,2533,461,880,1,"mcnamara,  welcome","mcnamara,  chapter-1",-2124617152.0,1.0
698,-2124617152,1," ""2019-11-10 17:12:40""", chapter-1,mcnamara,2533,461,880,1,"mcnamara,  chapter-1","mcnamara,  chapter-1",-2124617152.0,1.0
699,-2124617152,7," ""2019-11-10 17:13:10""", chapter-1,mcnamara,2533,461,880,1,"mcnamara,  chapter-1","mcnamara,  chapter-1",-2124617152.0,1.0
700,-2124617152,51," ""2019-11-10 17:16:40""", chapter-1,mcnamara,2533,461,880,1,"mcnamara,  chapter-1","mcnamara,  chapter-1",-2124617152.0,1.0
701,-2124617152,12," ""2019-11-11 01:24:58""", chapter-1,mcnamara,2533,461,880,1,"mcnamara,  chapter-1","mcnamara,  chapter-1",-2124617152.0,1.0
702,-2124617152,11," ""2019-11-11 01:28:28""", chapter-1,mcnamara,2533,461,880,1,"mcnamara,  chapter-1","mcnamara,  chapter-1",-2124617152.0,1.0
703,-2124617152,25," ""2019-11-11 01:29:58""", chapter-1,mcnamara,2533,461,880,1,"mcnamara,  chapter-1","mcnamara,  chapter-1",-2124617152.0,1.0
704,-2124617152,20," ""2019-11-14 07:30:35""", chapter-1,mcnamara,2533,461,880,1,"mcnamara,  chapter-1","mcnamara,  chapter-1",-2124617152.0,1.0
705,-2124617152,2," ""2019-11-14 07:40:36""", chapter-1,mcnamara,2533,461,880,1,"mcnamara,  chapter-1","mcnamara,  chapter-6",-2124617152.0,1.0
706,-2124617152,3," ""2019-11-14 08:13:30""", chapter-6,mcnamara,2533,461,880,1,"mcnamara,  chapter-6","williams4,  chapter-1",-2124617152.0,1.0
692,-2124617152,1," ""2019-11-14 18:52:31""", chapter-1,williams4,676,221,894,0,"williams4,  chapter-1","williams4,  chapter-1",-2124617152.0,1.0
693,-2124617152,1," ""2019-11-14 18:53:01""", chapter-1,williams4,676,221,894,0,"williams4,  chapter-1","williams4,  chapter-1",-2124617152.0,1.0
694,-2124617152,3," ""2019-11-14 18:53:31""", chapter-1,williams4,676,221,894,0,"williams4,  chapter-1","williams4,  chapter-1",-2124617152.0,1.0
695,-2124617152,7," ""2019-11-14 18:55:01""", chapter-1,williams4,676,221,894,0,"williams4,  chapter-1","williams4,  chapter-1",-2124617152.0,1.0
696,-2124617152,4," ""2019-11-14 18:59:01""", chapter-1,williams4,676,221,894,0,"williams4,  chapter-1","mcnamara,  chapter-2",-2124617152.0,1.0
711,-2124617152,66," ""2019-11-14 19:01:32""", chapter-2,mcnamara,2533,461,880,1,"mcnamara,  chapter-2","mcnamara,  chapter-2",-2124617152.0,1.0
712,-2124617152,102," ""2019-11-15 03:26:52""", chapter-2,mcnamara,2533,461,880,1,"mcnamara,  chapter-2","mcnamara,  chapter-2",-2124617152.0,1.0
713,-2124617152,183," ""2019-11-15 03:37:21""", chapter-2,mcnamara,2533,461,880,1,"mcnamara,  chapter-2","mcnamara,  chapter-2",-2124617152.0,1.0
707,-2124617152,1," ""2019-11-27 23:30:21""", chapter-2,mcnamara,2533,461,880,1,"mcnamara,  chapter-2","mcnamara,  chapter-2",-2124617152.0,1.0
709,-2124617152,6," ""2019-11-27 23:30:51""", chapter-2,mcnamara,2533,461,880,1,"mcnamara,  chapter-2","mcnamara,  chapter-2",-2124617152.0,1.0
708,-2124617152,1," ""2019-12-02 06:56:09""", chapter-2,mcnamara,2533,461,880,1,"mcnamara,  chapter-2","mcnamara,  chapter-2",-2124617152.0,1.0
714,-2124617152,77," ""2019-12-02 18:40:01""", chapter-2,mcnamara,2533,461,880,1,"mcnamara,  chapter-2","mcnamara,  chapter-2",-2124617152.0,1.0
715,-2124617152,47," ""2019-12-02 18:46:02""", chapter-2,mcnamara,2533,461,880,1,"mcnamara,  chapter-2","mcnamara,  chapter-2",-2124617152.0,1.0
710,-2124617152,1," ""2019-12-06 21:30:15""", chapter-2,mcnamara,2533,461,880,1,"mcnamara,  chapter-2","mcnamara,  chapter-2",-2124617152.0,1.0
717,-2124617152,76," ""2019-12-08 00:39:48""", chapter-2,mcnamara,2533,461,880,1,"mcnamara,  chapter-2","mcnamara,  chapter-2",-2124617152.0,1.0
718,-2124565634,11," ""2019-11-12 18:18:10""", welcome,mcnamara,2533,461,880,1,"mcnamara,  welcome","mcnamara,  chapter-8",-2124565634.0,1.0
720,-2124544224,5," ""2019-12-10 06:10:27""", about-this-book,youngman,734,111,733,1,"youngman,  about-this-book","youngman,  chapter-1",-2124544224.0,1.0
721,-2124544224,1," ""2019-12-10 22:52:10""", chapter-1,youngman,734,111,733,1,"youngman,  chapter-1","youngman,  chapter-2",-2124544224.0,1.0
722,-2124544224,2," ""2019-12-12 10:58:04""", chapter-2,youngman,734,111,733,1,"youngman,  chapter-2","youngman,  chapter-2",-2124544224.0,1.0
723,-2124544224,10," ""2019-12-12 11:03:04""", chapter-2,youngman,734,111,733,1,"youngman,  chapter-2","youngman,  chapter-2",-2124544224.0,1.0
724,-2124544224,13," ""2019-12-12 11:08:04""", chapter-2,youngman,734,111,733,1,"youngman,  chapter-2","youngman,  chapter-2",-2124544224.0,1.0
726,-2124484760,1," ""2019-12-10 20:55:12""", chapter-1,gustedt,319,292,1048,0,"gustedt,  chapter-1","osherove2,  chapter-1",-2124484760.0,1.0
730,-2124114909,15," ""2019-10-17 21:01:31""", about-this-book,kabacoff2,595,123,526,1,"kabacoff2,  about-this-book","kabacoff2,  chapter-1",-2124114909.0,1.0
731,-2124114909,1," ""2019-10-17 21:25:15""", chapter-1,kabacoff2,595,123,526,1,"kabacoff2,  chapter-1","kabacoff2,  chapter-1",-2124114909.0,1.0
732,-2124114909,3," ""2019-10-17 21:42:33""", chapter-1,kabacoff2,595,123,526,1,"kabacoff2,  chapter-1","kabacoff2,  chapter-19",-2124114909.0,1.0
733,-2124114909,2," ""2019-10-17 21:43:48""", chapter-19,kabacoff2,595,123,526,1,"kabacoff2,  chapter-19","kabacoff2,  chapter-2",-2124114909.0,1.0
737,-2124114909,66," ""2019-10-18 03:36:10""", chapter-2,kabacoff2,595,123,526,1,"kabacoff2,  chapter-2","kabacoff2,  chapter-1",-2124114909.0,1.0
729,-2124114909,2," ""2019-10-18 17:09:35""", chapter-1,kabacoff2,595,123,526,0,"kabacoff2,  chapter-1","kabacoff2,  chapter-2",-2124114909.0,1.0
738,-2124114909,19," ""2019-10-18 17:42:42""", chapter-2,kabacoff2,595,123,526,1,"kabacoff2,  chapter-2","kabacoff2,  chapter-2",-2124114909.0,1.0
734,-2124114909,1," ""2019-10-18 17:44:42""", chapter-2,kabacoff2,595,123,526,1,"kabacoff2,  chapter-2","kabacoff2,  chapter-2",-2124114909.0,1.0
735,-2124114909,1," ""2019-10-18 17:45:42""", chapter-2,kabacoff2,595,123,526,1,"kabacoff2,  chapter-2","kabacoff2,  chapter-2",-2124114909.0,1.0
736,-2124114909,1," ""2019-10-18 17:46:12""", chapter-2,kabacoff2,595,123,526,1,"kabacoff2,  chapter-2","kabacoff2,  chapter-4",-2124114909.0,1.0
739,-2124114909,1," ""2019-10-18 19:10:33""", chapter-4,kabacoff2,595,123,526,1,"kabacoff2,  chapter-4","kabacoff2,  chapter-4",-2124114909.0,1.0
740,-2124114909,2," ""2019-10-18 19:11:03""", chapter-4,kabacoff2,595,123,526,1,"kabacoff2,  chapter-4","kabacoff2,  chapter-4",-2124114909.0,1.0
741,-2124114909,6," ""2019-10-18 19:13:05""", chapter-4,kabacoff2,595,123,526,1,"kabacoff2,  chapter-4","kabacoff2,  chapter-4",-2124114909.0,1.0
743,-2124114909,16," ""2019-10-18 19:16:35""", chapter-4,kabacoff2,595,123,526,1,"kabacoff2,  chapter-4","kabacoff2,  chapter-4",-2124114909.0,1.0
749,-2124022701,65," ""2019-12-08 22:00:21""", chapter-6,rfeldman,1280,335,832,1,"rfeldman,  chapter-6","rfeldman,  appendix-a",-2124022701.0,1.0
745,-2124022701,3," ""2019-12-10 22:08:14""", appendix-a,rfeldman,1280,335,832,1,"rfeldman,  appendix-a","rfeldman,  chapter-7",-2124022701.0,1.0
746,-2124022701,1," ""2019-12-11 22:47:31""", chapter-7,rfeldman,1280,335,832,1,"rfeldman,  chapter-7","rfeldman,  chapter-7",-2124022701.0,1.0
747,-2124022701,15," ""2019-12-11 22:48:00""", chapter-7,rfeldman,1280,335,832,1,"rfeldman,  chapter-7","rfeldman,  chapter-7",-2124022701.0,1.0
748,-2124022701,10," ""2019-12-11 22:55:31""", chapter-7,rfeldman,1280,335,832,1,"rfeldman,  chapter-7","rfeldman,  chapter-6",-2124022701.0,1.0
750,-2124022701,1," ""2019-12-11 23:53:55""", chapter-6,rfeldman,1280,335,832,1,"rfeldman,  chapter-6","rfeldman,  chapter-6",-2124022701.0,1.0
751,-2124022701,2," ""2019-12-11 23:54:25""", chapter-6,rfeldman,1280,335,832,1,"rfeldman,  chapter-6","rfeldman,  chapter-6",-2124022701.0,1.0
753,-2124022701,25," ""2019-12-11 23:55:25""", chapter-6,rfeldman,1280,335,832,1,"rfeldman,  chapter-6","rfeldman,  chapter-6",-2124022701.0,1.0
754,-2123853853,3," ""2019-11-03 06:58:21""", chapter-6,khorikov,2566,502,1108,0,"khorikov,  chapter-6","khorikov,  chapter-1",-2123853853.0,1.0
755,-2123853853,6," ""2019-11-03 07:01:23""", chapter-1,khorikov,2566,502,1108,0,"khorikov,  chapter-1","khorikov,  chapter-1",-2123853853.0,1.0
